"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR4320611"	1.0	1.0	0.97955555	1.0	1.0	1.0	1.0	0.93555844	1.0	1.0	1.0	1.0
"HPRR4320610"	1.0	1.0	1.0	1.0	1.0	1.0	0.91542429	1.0	1.0	1.0	1.0	1.0
"HPRR4320613"	1.0	0.93192005	0.85231638	1.0	1.0	1.0	0.99865389	0.95155966	0.97244275	1.0	1.0	1.0
"HPRR4320612"	1.0	1.0	1.0	1.0	1.0	1.0	0.96990514	1.0	1.0	1.0	1.0	1.0
"HPRR4320615"	0.00010587414	0.0024343973	0.00060958776	1.0	1.0	7.1217188e-09	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320614"	1.0	1.0	1.0	1.0	1.0	1.0	0.95137638	0.95534259	0.91810304	1.0	1.0	1.0
"HPRR4320617"	0.98580641	1.0	1.0	0.97713053	0.94727278	0.96044731	0.88848621	1.0	1.0	1.0	1.0	1.0
"HPRR4320616"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320619"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	0.86871588
"HPRR4320618"	0.75444424	0.67626339	0.91393751	0.96513402	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340093"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1310038"	1.0	0.96452951	1.0	1.0	1.0	1.0	0.17925236	0.0048620459	0.28714547	1.0	1.0	1.0
"HPRR4340095"	1.0	0.96359676	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340094"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4030352"	0.0010564019	0.0019923588	0.002864189	0.0041420748	0.0079439618	0.0014078653	0.93921453	1.0	1.0	1.0	1.0	1.0
"HPRR3720606"	0.17500313	0.20019306	0.17306778	0.18516105	0.054846089	0.00015341242	1.0	0.00013526139	7.0443508e-05	1.0	1.0	1.0
"HPRR3760567"	0.99950367	0.95709509	1.0	0.97713053	0.1825472	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760711"	1.0	0.00019613728	1.0	0.0016295128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310003"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310002"	1.0	1.0	0.99510503	1.0	0.94727278	0.92212558	0.95210761	0.97665656	0.88359439	1.0	1.0	1.0
"HPRR3730589"	0.019772844	0.96870989	1.0	0.97713053	1.0	1.0	0.0054646498	0.0030740984	0.99179858	1.0	1.0	1.0
"HPRR4310007"	1.0	1.0	1.0	1.0	1.0	0.95904905	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310006"	1.0	1.0	0.9966653	1.0	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4310005"	1.0	1.0	1.0	1.0	0.94914329	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310004"	1.0	1.0	0.92775726	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310009"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310008"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91987246
"HPRR4320383"	1.0	1.0	0.86293638	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320382"	0.89201486	1.0	0.9966653	1.0	1.0	1.0	1.0	0.93433732	0.99179858	0.84318131	1.0	0.93951923
"HPRR4320381"	0.047462922	0.033355001	0.096808225	0.098547474	0.057902951	0.056813892	0.20315632	1.0	0.25541461	1.0	1.0	1.0
"HPRR4320380"	1.0	0.95806861	1.0	1.0	0.94727278	0.96714491	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320387"	0.92061877	1.0	1.0	1.0	0.94727278	0.96924508	1.0	0.96841347	1.0	1.0	1.0	1.0
"HPRR4320386"	1.0	0.96753508	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320385"	1.0	1.0	0.9966653	1.0	1.0	0.96924508	1.0	0.97550148	0.99179858	1.0	1.0	1.0
"HPRR4320384"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.78519493	1.0
"HPRR4320389"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320388"	0.99932027	0.92678761	0.89391375	0.61366653	0.94727278	0.514256	0.95870006	1.0	1.0	1.0	1.0	1.0
"HPRR4291018"	1.0	1.0	0.96009374	0.97713053	1.0	0.96924508	0.99439871	0.95684034	0.99179858	1.0	0.931871	1.0
"HPRR4291019"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291014"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291015"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291016"	1.0	0.96842438	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291017"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320141"	1.0	1.0	1.0	0.97710955	1.0	1.0	1.0	0.95271111	0.97597706	1.0	1.0	1.0
"HPRR4320140"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	0.97544158	1.0	1.0	1.0	1.0
"HPRR4320143"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291013"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320549"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.84535843	1.0	1.0
"HPRR4320548"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4000324"	0.89367408	1.0	0.9966653	0.97713053	0.94727278	1.1231882e-08	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320541"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320540"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320543"	0.96956599	0.96794045	0.89392596	0.96431643	1.0	0.72211468	0.76357442	0.58047789	0.99179858	1.0	1.0	0.35853481
"HPRR4320542"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320545"	0.99907583	0.96870989	1.0	0.97713053	0.94727278	0.96924508	1.0	0.98314828	0.99179858	1.0	1.0	1.0
"HPRR4320544"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320547"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320546"	0.92139137	0.9686684	0.9966653	0.97713053	1.0	0.93453598	0.98820502	0.96671849	0.99179858	1.0	0.8832069	1.0
"HPRR1951431"	0.99428374	0.0040355595	0.068785653	0.93644702	0.013826052	1.0	1.0	0.049734544	0.00051210221	1.0	0.92645752	1.0
"HPRR2390049"	0.029611299	0.037199039	0.019096153	1.0	1.0	1.0	0.61698097	0.11752556	0.33871982	1.0	1.0	1.0
"HPRR2390048"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR680239"	1.9177491e-05	2.809008e-06	6.6422308e-07	1.0	8.53149e-07	1.0	4.2491358e-08	0.0032299072	1.0241743e-06	1.0	1.0	1.0
"HPRR2880070"	0.2429021	0.35346526	0.25722101	0.28278738	0.28124222	0.24323407	0.35528484	0.36873612	0.38656998	1.0	1.0	1.0
"HPRR4290875"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290874"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290877"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290876"	1.0	0.96870989	1.0	0.97713053	1.0	1.0	0.76261729	1.0	0.91945088	1.0	1.0	1.0
"HPRR4290870"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290873"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290879"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR360208"	1.0	1.6285667e-10	1.4780468e-09	1.0	1.0	1.0	3.9538882e-08	9.1357979e-09	4.0167571e-11	1.0	1.0	1.0
"HPRR500083"	0.15278651	2.0936526e-05	0.00024733538	1.0	1.0	1.0	0.00053415983	0.00095567724	0.00067016011	1.0	0.97936058	0.96900868
"HPRR4280132"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320638"	1.0	1.0	0.99509948	1.0	1.0	1.0	1.0	0.97704488	1.0	1.0	1.0	1.0
"HPRR4110358"	0.093838803	0.05594933	0.18257204	0.099496074	0.082104497	0.023715936	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4110422"	3.3922479e-05	5.3342406e-05	8.5862477e-05	0.00042194294	3.9951832e-05	6.6727171e-06	2.310962e-05	4.9590705e-07	8.4531376e-07	1.0	1.0	1.0
"HPRR4030335"	0.36593762	0.27452683	0.28605843	0.97648895	0.18382646	0.38177598	1.0	0.93681985	1.0	1.0	1.0	1.0
"HPRR4040559"	0.00015177284	0.00031678416	0.003116736	5.2862128e-05	0.0032894083	0.00031953209	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320567"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320566"	1.0	0.96222872	1.0	0.97713053	0.94727278	0.7127195	0.96780765	1.0	0.8586356	1.0	1.0	0.92069387
"HPRR4320565"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3690184"	0.00085618586	0.00015799663	0.00014428896	0.00046615585	0.00019044467	0.00036989214	1.0	1.0	0.42111659	1.0	1.0	1.0
"HPRR4320564"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	0.96985912	1.0	1.0	1.0	1.0
"HPRR4320563"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320290"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320293"	1.0	1.0	1.0	1.0	1.0	1.0	0.93019581	0.95102465	1.0	1.0	1.0	1.0
"HPRR4320292"	0.98463601	1.0	0.9966653	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1450319"	0.41807225	1.0	0.0013668834	1.0	1.0	1.0	0.29917878	0.021156834	0.16324462	1.0	1.0	1.0
"HPRR4320116"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320117"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320114"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320115"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320444"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98520976	0.9492017
"HPRR4320445"	1.0	1.0	0.99340481	1.0	0.94727278	0.96924508	0.82597578	0.93149471	1.0	1.0	1.0	1.0
"HPRR4190550"	0.076503277	0.037787281	0.05042528	0.068424188	0.045462783	0.064500868	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320446"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4470205"	0.011098689	0.014668681	0.018980768	0.0079520019	0.0050050863	0.027945235	0.011471925	0.0098330481	0.030466184	1.0	1.0	1.0
"HPRR3890570"	0.0012534392	0.0012798301	0.0017982855	0.0018219597	0.0020548974	0.0022156122	0.0022589727	0.0073586879	0.0025628284	1.0	1.0	0.94376445
"HPRR4320606"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320607"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979482	1.0	1.0	1.0	1.0
"HPRR4320604"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320605"	0.99902427	0.96870989	0.98911661	1.0	1.0	0.94624257	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320602"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320603"	1.0	1.0	1.0	1.0	1.0	1.0	0.98148215	1.0	1.0	1.0	0.84380084	0.99486721
"HPRR4320600"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320601"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340086"	0.97295386	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3720617"	0.029817481	0.0031203369	0.080503218	0.0097685475	0.0093546081	0.021019615	0.00036293454	0.00013071015	0.00034410239	1.0	1.0	1.0
"HPRR2050028"	0.0010258618	0.00073469675	0.0004480299	0.0030577614	0.0039381264	0.00053496513	0.002031666	0.33792666	0.005129165	1.0	0.95520657	0.87886792
"HPRR4340085"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92276293	1.0	1.0	1.0	1.0
"HPRR4340082"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340083"	0.98489183	0.9625845	0.9966653	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	0.96897578	1.0
"HPRR4320608"	1.0	0.96207464	1.0	1.0	1.0	1.0	1.0	0.82327873	1.0	1.0	1.0	1.0
"HPRR4320609"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4030012"	7.7918761e-05	0.00011695334	0.00011288259	5.6097986e-05	3.2481727e-05	1.8099949e-05	1.0	0.9699719	0.99179858	1.0	1.0	1.0
"HPRR3760498"	1.5246327e-05	0.0031247817	7.2957387e-06	3.0522647e-06	0.94727278	0.92836684	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4310010"	1.0	0.96634823	1.0	0.96628457	0.94727278	0.96924508	0.97787386	0.93533522	0.99126339	1.0	1.0	1.0
"HPRR4310011"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	0.73678118
"HPRR4310012"	1.0	1.0	0.9966653	0.97713053	0.94727278	0.96924508	0.99133748	0.9622069	0.97638541	1.0	1.0	1.0
"HPRR4310013"	0.95638579	0.94429255	0.9966653	1.0	0.94727278	0.96924508	1.0	0.81514376	0.99149746	1.0	1.0	1.0
"HPRR4310014"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310015"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310016"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310017"	0.99872917	1.0	0.9966653	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310018"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99153161	1.0	1.0	1.0
"HPRR4310019"	1.0	0.96870989	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	0.99499953
"HPRR4320390"	0.0051752296	0.00018280026	0.00036405434	0.0042730183	0.33449429	0.079923637	1.0	0.17943981	1.0	1.0	1.4385567e-08	1.0
"HPRR4320391"	1.0	1.0	1.0	1.0	1.0	1.0	0.9596743	0.89827353	0.926395	1.0	1.0	1.0
"HPRR4320392"	1.0	0.96842265	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320393"	0.97731769	0.96554726	0.9906565	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320394"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320395"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.76637405	1.0	1.0	1.0	1.0
"HPRR4320396"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	0.81923747	0.7545836	0.92775273
"HPRR4320397"	1.0	0.96870989	1.0	0.97713053	1.0	1.0	1.0	0.97890264	0.99179858	1.0	1.0	1.0
"HPRR4320398"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320399"	1.0	0.072773777	1.0	0.9760958	1.0	1.0	0.40525004	1.0	0.36974356	1.0	1.0	1.0
"HPRR4320152"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4291020"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291023"	0.99060947	0.96870989	0.9966653	0.97713053	1.0	0.96924508	1.0	0.98537582	1.0	1.0	1.0	1.0
"HPRR4291022"	1.0	0.96824282	0.95038456	0.97713053	1.0	1.0	0.98537463	0.94138235	1.0	1.0	1.0	1.0
"HPRR4320156"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98059094	1.0
"HPRR4320157"	1.0	1.0	0.90552562	1.0	0.94969821	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320154"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320155"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.74552381	1.0	1.0	1.0	1.0
"HPRR4291028"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320158"	1.0	1.0	0.99343562	1.0	0.94727278	0.96924508	0.99892378	0.95885992	1.0	1.0	1.0	1.0
"HPRR4320159"	1.0	1.0	0.71958297	1.0	1.0	0.94732362	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760142"	1.6861133e-05	1.8697007e-06	1.5944198e-06	0.0041819056	0.0071687438	4.0724288e-07	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320558"	0.98065937	0.96870989	0.99485111	0.97713053	0.94727278	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR1450059"	0.99844384	0.01898679	0.99649692	0.050704792	0.015037164	0.022804396	0.0012917935	0.00054571335	0.25460055	1.0	1.0	1.0
"HPRR4320556"	0.95286405	0.88664544	1.0	0.97713053	0.94741923	0.95007706	1.0	1.0	0.99134046	1.0	1.0	1.0
"HPRR4320557"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.98570383	0.93127894	0.99179858	1.0	0.9551689	1.0
"HPRR4320554"	0.98179537	0.96424037	0.9966653	0.97713053	0.94727278	0.96652007	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320555"	1.0	1.0	1.0	1.0	0.94486636	1.0	1.0	0.97081167	1.0	1.0	1.0	1.0
"HPRR4320552"	1.0	1.0	1.0	1.0	1.0	0.92681658	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320553"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320550"	1.0	1.0	1.0	0.97692049	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320551"	0.97409528	1.0	1.0	1.0	1.0	1.0	1.0	0.98236883	1.0	1.0	1.0	1.0
"HPRR3920089"	0.00042857978	0.0010778658	0.00071121403	1.725937e-05	0.00056887779	2.0754303e-06	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2390052"	1.0	1.0	1.0	1.0	1.0	0.9619686	0.0017216511	0.00094904075	0.0021821342	0.69906229	1.0	1.0
"HPRR2390053"	0.98224866	0.96870989	1.0	0.97392404	1.0	0.96924508	1.0	0.97429836	0.97640574	1.0	1.0	1.0
"HPRR2390055"	0.0017835117	0.0017520906	0.0030959619	1.0	1.0	0.96924508	6.3703516e-07	0.32797772	0.0013989096	1.0	1.0	1.0
"HPRR280003"	0.99619597	0.00073371519	2.3293904e-05	0.97713053	0.96757686	0.96924508	0.00011843244	0.00060903933	0.0011296148	1.0	1.0	1.0
"HPRR231541"	0.97552496	4.1986183e-05	0.9966653	0.96792316	0.88643515	0.8994748	1.5120697e-05	5.328975e-06	4.9729577e-05	1.0	1.0	1.0
"HPRR4190307"	0.0028342763	0.0017406378	2.7150147e-05	0.22854678	1.0929801e-05	0.015615922	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2970116"	0.00069794763	0.001083003	0.00039620241	0.00028427714	0.0013108057	0.0017624407	0.00018286982	0.00018403794	0.00023781795	1.0	0.009545845	1.0
"HPRR230897"	0.97100562	1.0	1.4691273e-05	0.918477	0.94727278	0.96873474	0.99374545	0.92045164	1.8116201e-06	1.0	1.0	1.0
"HPRR2500716"	1.0	1.0	9.209055e-06	1.0	1.0	1.0	1.0	0.00058167608	1.0376144e-05	1.0	1.0	1.0
"HPRR3520015"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4460007"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.90531218	1.0	1.0	1.0	1.0
"HPRR4320360"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2620002"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR650016"	0.00058318395	0.0029459067	0.0010245799	1.0	1.0	1.0	0.061443634	0.048211381	0.016843027	1.0	1.0	1.0
"HPRR4160683"	0.93006158	0.015567808	0.9966653	0.0012446363	8.7141625e-06	0.0068892259	0.00063517498	0.00097034726	0.0023230142	1.0	1.0	1.0
"HPRR4320453"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290869"	0.94479465	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98496902	1.0	1.0
"HPRR2500088"	7.9451333e-05	0.92152768	2.2995966e-05	0.97713053	0.89488053	0.96924508	2.6399964e-06	5.4002783e-07	1.1118316e-08	1.0	1.0	1.0
"HPRR2510213"	4.7869817e-05	0.00024791548	0.00074783317	4.8813185e-05	1.0	0.00048547401	3.5034173e-08	1.5314635e-08	0.5070076	1.0	1.0	1.0
"HPRR4320451"	0.95768958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.23353732	0.086183973	1.0
"HPRR4030177"	3.2894725e-06	4.3543199e-08	8.2428766e-09	1.0759418e-08	1.7808631e-07	1.0412058e-08	0.88302994	0.99405515	1.0	0.27086344	1.0	1.0
"HPRR4320450"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2010050"	0.0063267001	0.00084054709	0.040666346	0.00058036851	0.00038182497	0.00096914684	0.0024785148	0.0016043849	0.013345592	1.0	1.0	1.0
"HPRR4120086"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8977648	1.0	1.0	1.0	1.0
"HPRR3760825"	0.49574664	0.0011211791	0.00050629635	0.93209958	0.01682904	0.038094282	0.99870175	1.0	0.99179858	1.0	1.0	1.0
"HPRR1950268"	0.0016136609	0.0022205394	0.42915258	0.029417854	0.10200931	0.069282629	0.046351507	0.18412966	0.10039975	1.0	1.0	1.0
"HPRR4340073"	0.9632144	0.91380453	0.9966653	1.0	0.94727278	0.96914703	1.0	1.0	0.99179858	1.0	1.0	0.93958694
"HPRR4340072"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340071"	0.89295369	0.77365786	0.9966653	0.91272938	0.90453762	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340070"	0.98192579	1.0	0.9966653	0.92535239	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340077"	0.99399614	1.0	1.0	1.0	0.94727278	1.0	1.0	0.96783167	1.0	1.0	1.0	1.0
"HPRR4340076"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340075"	0.98667181	0.96870989	0.9966653	1.0	0.94727278	0.94462925	1.0	0.85651207	1.0	1.0	1.0	1.0
"HPRR4340074"	0.853167	0.85989672	0.95954049	0.61383921	0.94727278	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR1950303"	1.0	4.1157225e-08	0.9966653	1.0	0.95676774	0.96924508	2.9868012e-08	0.0031334723	0.99101877	1.0	1.0	1.0
"HPRR4340079"	1.0	1.0	1.0	0.92999583	1.0	0.93766868	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340078"	1.0	0.96870989	1.0	0.97713053	0.94727278	0.96924508	1.0	0.97625947	1.0	1.0	1.0	1.0
"HPRR4320013"	1.0	1.0	1.0	0.96017152	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320012"	1.0	0.35843843	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320011"	1.0	1.0	0.99597615	1.0	1.0	1.0	0.87699562	1.0	1.0	0.89179307	0.93133432	0.92968637
"HPRR4320010"	0.97353345	1.0	1.0	0.082775518	0.11369001	0.069117293	0.96631718	0.91829133	0.94176155	1.0	1.0	1.0
"HPRR4320017"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320016"	1.0	1.0	1.0	1.0	1.0	0.95408386	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320015"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320014"	0.9966948	0.91508776	0.96185535	0.9769789	0.94727278	0.96924508	0.99224269	0.96926939	0.93807936	0.33401009	1.0	0.55269176
"HPRR3720402"	0.87935889	0.96870989	0.14935058	0.90338135	0.94727278	0.95408928	1.0	1.0	0.96827775	1.0	0.93882191	1.0
"HPRR4320019"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320018"	1.0	0.87535137	0.9966653	1.0	0.94727278	1.0	0.93017441	1.0	1.0	1.0	1.0	1.0
"HPRR2640146"	0.69372028	0.49037686	0.39689139	0.37576818	0.70841038	0.40722957	0.26947999	0.7726841	0.72260213	1.0	1.0	1.0
